Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1713948991738,24/04/2024 08:56:31,1713956191738,2,24/04/2024 12:56:31,143617,34,questionnaire-fjbd,,37233914,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,Thank you for your partipation,2,ASRT,,,,,5,,BEGIN,,,,,
2,1713949007570,24/04/2024 08:56:47,1713956207570,2,24/04/2024 12:56:47,143617,34,questionnaire-fjbd,,37233914,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,Thank you for your partipation,2,ASRT,,,,,5,,END,,,,,
END OF FILE
