Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,d1,answer,TimedSection,listLength,,ItemNo
140,1713947947048,24/04/2024 08:39:07,1713947947042,2,24/04/2024 10:39:07,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,78,62,1,Screen 1,fixation,fixation,291.70000000006985,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,6,,
141,1713947948046,24/04/2024 08:39:08,1713947948043,2,24/04/2024 10:39:08,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,78,62,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,6,,
142,1713947948339,24/04/2024 08:39:08,1713947948335,2,24/04/2024 10:39:08,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,79,63,1,Screen 1,fixation,fixation,292,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
143,1713947949341,24/04/2024 08:39:09,1713947949335,2,24/04/2024 10:39:09,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,79,63,2,Screen 2,Zone2,timelimit_screen,999.5999999999767,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
144,1713947949636,24/04/2024 08:39:09,1713947949626,2,24/04/2024 10:39:09,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,80,64,1,Screen 1,fixation,fixation,292,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
145,1713947950624,24/04/2024 08:39:10,1713947950627,2,24/04/2024 10:39:10,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,80,64,2,Screen 2,Zone2,timelimit_screen,1000.2999999999302,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
146,1713947950923,24/04/2024 08:39:10,1713947950918,2,24/04/2024 10:39:10,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,81,65,1,Screen 1,fixation,fixation,291.30000000004657,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">4</p>",,,6,,
147,1713947951928,24/04/2024 08:39:11,1713947951918,2,24/04/2024 10:39:11,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,81,65,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">4</p>",,,6,,
148,1713947952215,24/04/2024 08:39:12,1713947952209,2,24/04/2024 10:39:12,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,82,66,1,Screen 1,fixation,fixation,291.4000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
149,1713947953219,24/04/2024 08:39:13,1713947953211,2,24/04/2024 10:39:13,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,82,66,2,Screen 2,Zone2,timelimit_screen,999.9000000000233,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
150,1713947956379,24/04/2024 08:39:16,1713947956374,2,24/04/2024 10:39:16,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,83,15,1,Screen 1,Zone2,response_text_entry,1081.9000000003725,,Enter Key,291746,1,1,0,0,,,,,,Test_Forwards,,291746,11000,6,,F6_3
151,1713947956650,24/04/2024 08:39:16,1713947956647,2,24/04/2024 10:39:16,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,84,67,1,Screen 1,fixation,fixation,291.9000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">3</p>",,,6,,
152,1713947957651,24/04/2024 08:39:17,1713947957647,2,24/04/2024 10:39:17,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,84,67,2,Screen 2,Zone2,timelimit_screen,999.9000000000233,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">3</p>",,,6,,
153,1713947957939,24/04/2024 08:39:17,1713947957938,2,24/04/2024 10:39:17,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,85,68,1,Screen 1,fixation,fixation,292.0999999999767,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
154,1713947958931,24/04/2024 08:39:18,1713947958937,2,24/04/2024 10:39:18,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,85,68,2,Screen 2,Zone2,timelimit_screen,999.4000000000233,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,6,,
155,1713947959241,24/04/2024 08:39:19,1713947959230,2,24/04/2024 10:39:19,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,86,69,1,Screen 1,fixation,fixation,292,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
156,1713947960245,24/04/2024 08:39:20,1713947960230,2,24/04/2024 10:39:20,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,86,69,2,Screen 2,Zone2,timelimit_screen,999.8000000000466,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,6,,
157,1713947960539,24/04/2024 08:39:20,1713947960522,2,24/04/2024 10:39:20,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,87,70,1,Screen 1,fixation,fixation,292.0999999999767,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">8</p>",,,6,,
158,1713947961529,24/04/2024 08:39:21,1713947961522,2,24/04/2024 10:39:21,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,87,70,2,Screen 2,Zone2,timelimit_screen,999.6999999999534,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">8</p>",,,6,,
159,1713947961820,24/04/2024 08:39:21,1713947961813,2,24/04/2024 10:39:21,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,88,71,1,Screen 1,fixation,fixation,291.70000000006985,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
160,1713947963248,24/04/2024 08:39:23,1713947962815,2,24/04/2024 10:39:22,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,88,71,2,Screen 2,Zone2,timelimit_screen,999.8999999999069,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">2</p>",,,6,,
161,1713947963422,24/04/2024 08:39:23,1713947963105,2,24/04/2024 10:39:23,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,89,72,1,Screen 1,fixation,fixation,291.9000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
162,1713947964246,24/04/2024 08:39:24,1713947964106,2,24/04/2024 10:39:24,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,89,72,2,Screen 2,Zone2,timelimit_screen,1000.3000000000466,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">7</p>",,,6,,
163,1713947967920,24/04/2024 08:39:27,1713947967904,2,24/04/2024 10:39:27,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,90,16,1,Screen 1,Zone2,response_text_entry,1344.1000000014901,,Enter Key,361827,1,1,0,0,,,,,,Test_Forwards,,361827,11000,6,,F6_4
164,1713947968197,24/04/2024 08:39:28,1713947968189,2,24/04/2024 10:39:28,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,91,73,1,Screen 1,fixation,fixation,291.0999999999767,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
165,1713947969189,24/04/2024 08:39:29,1713947969189,2,24/04/2024 10:39:29,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,91,73,2,Screen 2,Zone2,timelimit_screen,1000.0999999999767,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
166,1713947969507,24/04/2024 08:39:29,1713947969480,2,24/04/2024 10:39:29,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,92,74,1,Screen 1,fixation,fixation,291.80000000004657,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">2</p>",,,7,,
167,1713947970496,24/04/2024 08:39:30,1713947970481,2,24/04/2024 10:39:30,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,92,74,2,Screen 2,Zone2,timelimit_screen,1000.0999999999767,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">2</p>",,,7,,
168,1713947970788,24/04/2024 08:39:30,1713947970772,2,24/04/2024 10:39:30,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,93,75,1,Screen 1,fixation,fixation,291.30000000004657,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">5</p>",,,7,,
169,1713947971781,24/04/2024 08:39:31,1713947971772,2,24/04/2024 10:39:31,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,93,75,2,Screen 2,Zone2,timelimit_screen,1000.1999999999534,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">5</p>",,,7,,
170,1713947972067,24/04/2024 08:39:32,1713947972064,2,24/04/2024 10:39:32,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,94,76,1,Screen 1,fixation,fixation,292,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
171,1713947973071,24/04/2024 08:39:33,1713947973064,2,24/04/2024 10:39:33,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,94,76,2,Screen 2,Zone2,timelimit_screen,999.7000000000698,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
172,1713947973358,24/04/2024 08:39:33,1713947973355,2,24/04/2024 10:39:33,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,95,77,1,Screen 1,fixation,fixation,291.89999999990687,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
173,1713947974359,24/04/2024 08:39:34,1713947974356,2,24/04/2024 10:39:34,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,95,77,2,Screen 2,Zone2,timelimit_screen,999.6000000000931,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
174,1713947974656,24/04/2024 08:39:34,1713947974647,2,24/04/2024 10:39:34,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,96,78,1,Screen 1,fixation,fixation,292,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">3</p>",,,7,,
175,1713947975681,24/04/2024 08:39:35,1713947975648,2,24/04/2024 10:39:35,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,96,78,2,Screen 2,Zone2,timelimit_screen,1000.1999999999534,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">3</p>",,,7,,
176,1713947975943,24/04/2024 08:39:35,1713947975939,2,24/04/2024 10:39:35,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,97,79,1,Screen 1,fixation,fixation,291.69999999995343,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">7</p>",,,7,,
177,1713947976939,24/04/2024 08:39:36,1713947976939,2,24/04/2024 10:39:36,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,97,79,2,Screen 2,Zone2,timelimit_screen,999.3000000000466,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">7</p>",,,7,,
178,1713947981228,24/04/2024 08:39:41,1713947981228,2,24/04/2024 10:39:41,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,98,17,1,Screen 1,Zone2,response_text_entry,734.5,,Enter Key,9285173,1,0,1,0,,,,,,Test_Forwards,,9251837,12000,7,,F7_1
179,1713947981503,24/04/2024 08:39:41,1713947981502,2,24/04/2024 10:39:41,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,99,80,1,Screen 1,fixation,fixation,292.19999999995343,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">4</p>",,,7,,
180,1713947982504,24/04/2024 08:39:42,1713947982503,2,24/04/2024 10:39:42,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,99,80,2,Screen 2,Zone2,timelimit_screen,999.9000000000233,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">4</p>",,,7,,
181,1713947982799,24/04/2024 08:39:42,1713947982793,2,24/04/2024 10:39:42,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,100,81,1,Screen 1,fixation,fixation,291.80000000004657,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
182,1713947983791,24/04/2024 08:39:43,1713947983793,2,24/04/2024 10:39:43,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,100,81,2,Screen 2,Zone2,timelimit_screen,999.8999999999069,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
183,1713947984096,24/04/2024 08:39:44,1713947984084,2,24/04/2024 10:39:44,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,101,82,1,Screen 1,fixation,fixation,291.5,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
184,1713947985101,24/04/2024 08:39:45,1713947985085,2,24/04/2024 10:39:45,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,101,82,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">8</p>",,,7,,
185,1713947985388,24/04/2024 08:39:45,1713947985377,2,24/04/2024 10:39:45,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,102,83,1,Screen 1,fixation,fixation,291.9000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
186,1713947986377,24/04/2024 08:39:46,1713947986377,2,24/04/2024 10:39:46,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,102,83,2,Screen 2,Zone2,timelimit_screen,999.5999999999767,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
187,1713947986681,24/04/2024 08:39:46,1713947986667,2,24/04/2024 10:39:46,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,103,84,1,Screen 1,fixation,fixation,291.70000000006985,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
188,1713947987951,24/04/2024 08:39:47,1713947987668,2,24/04/2024 10:39:47,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,103,84,2,Screen 2,Zone2,timelimit_screen,999.9000000000233,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">6</p>",,,7,,
189,1713947988033,24/04/2024 08:39:48,1713947987960,2,24/04/2024 10:39:47,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,104,85,1,Screen 1,fixation,fixation,291.89999999990687,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
190,1713947988975,24/04/2024 08:39:48,1713947988961,2,24/04/2024 10:39:48,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,104,85,2,Screen 2,Zone2,timelimit_screen,1000.1000000000931,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
191,1713947989255,24/04/2024 08:39:49,1713947989252,2,24/04/2024 10:39:49,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,105,86,1,Screen 1,fixation,fixation,291.79999999993015,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
192,1713947990256,24/04/2024 08:39:50,1713947990251,2,24/04/2024 10:39:50,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,105,86,2,Screen 2,Zone2,timelimit_screen,1000,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
193,1713947995759,24/04/2024 08:39:55,1713947995762,2,24/04/2024 10:39:55,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,106,18,1,Screen 1,Zone2,response_text_entry,807,,Enter Key,486919,1,0,1,0,,,,,,Test_Forwards,,4689619,12000,7,,F7_2
194,1713947996053,24/04/2024 08:39:56,1713947996043,2,24/04/2024 10:39:56,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,107,87,1,Screen 1,fixation,fixation,291.10000000009313,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">5</p>",,,7,,
195,1713947997037,24/04/2024 08:39:57,1713947997042,2,24/04/2024 10:39:57,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,107,87,2,Screen 2,Zone2,timelimit_screen,1000.5999999999767,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">5</p>",,,7,,
196,1713947997339,24/04/2024 08:39:57,1713947997333,2,24/04/2024 10:39:57,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,108,88,1,Screen 1,fixation,fixation,290.9000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
197,1713947998340,24/04/2024 08:39:58,1713947998335,2,24/04/2024 10:39:58,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,108,88,2,Screen 2,Zone2,timelimit_screen,1000.3999999999069,,,,,0,1,0,,,1,,,Task,"<p style=""font-size: 700%;"">9</p>",,,7,,
198,1713947998630,24/04/2024 08:39:58,1713947998625,2,24/04/2024 10:39:58,143617,34,task-6uz8,,37233346,vhyg4,9856748,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,"1. Digit Span task (forward, backward)",8,ASRT,ListA,ListA,109,89,1,Screen 1,fixation,fixation,291.9000000000233,,,,,0,1,0,,,,,,Task,"<p style=""font-size: 700%;"">1</p>",,,7,,
