Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
141,1713513379120,19/04/2024 07:56:19,1713513379047,-4,19/04/2024 03:56:19,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,71,54,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
142,1713513379480,19/04/2024 07:56:19,1713513379403,-4,19/04/2024 03:56:19,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,71,54,2,Screen 2,buttonb,response_keyboard,346.2000000476837,,,green,1,1,0,0,,,,,1,Trials,GREENred.jpg,green,0,0
143,1713513379979,19/04/2024 07:56:19,1713513379897,-4,19/04/2024 03:56:19,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,80,55,1,Screen 1,fixation,fixation,499.80000000001746,,,,,0,1,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
144,1713513380541,19/04/2024 07:56:20,1713513380464,-4,19/04/2024 03:56:20,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,80,55,2,Screen 2,buttonb,response_keyboard,559.9000000357628,,,blue,1,1,0,0,,,,,1,Trials,BLUEred.jpg,blue,0,0
145,1713513381016,19/04/2024 07:56:21,1713513380947,-4,19/04/2024 03:56:20,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,32,56,1,Screen 1,fixation,fixation,500.1000000000058,,,,,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
146,1713513381665,19/04/2024 07:56:21,1713513381590,-4,19/04/2024 03:56:21,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,32,56,2,Screen 2,buttonb,response_keyboard,635.3000000119209,,,green,1,1,0,0,,,,,1,Trials,GREENred.jpg,green,0,0
147,1713513382150,19/04/2024 07:56:22,1713513382080,-4,19/04/2024 03:56:22,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,20,57,1,Screen 1,fixation,fixation,499.70000000001164,,,,,0,1,0,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
148,1713513382810,19/04/2024 07:56:22,1713513382688,-4,19/04/2024 03:56:22,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,20,57,2,Screen 2,buttona,response_keyboard,602.1000000238419,,,yellow,1,1,0,0,,,,,1,Trials,YELLOWblue.jpg,yellow,0,0
149,1713513383247,19/04/2024 07:56:23,1713513383182,-4,19/04/2024 03:56:23,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,40,58,1,Screen 1,fixation,fixation,499.6000000000058,,,,,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
150,1713513383866,19/04/2024 07:56:23,1713513383790,-4,19/04/2024 03:56:23,143617,34,task-5alh,,37138355,fesn6,9856755,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,1519x730,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,40,58,2,Screen 2,buttonb,response_keyboard,603.1000000238419,,,green,1,1,0,0,,,,,1,Trials,GREENred.jpg,green,0,0
