Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
26,1708943669743,26/02/2024 10:34:29,1708943671754,1,26/02/2024 11:34:31,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,13,12,2,Screen 2,buttona,response_keyboard,971.8999999994412,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWblue.jpg,yellow,0,1
27,1708943670892,26/02/2024 10:34:30,1708943672545,1,26/02/2024 11:34:32,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,1,Screen 1,fixation,fixation,499.70000000000437,,,,,0,1,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
28,1708943671110,26/02/2024 10:34:31,1708943673149,1,26/02/2024 11:34:33,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,14,13,2,Screen 2,buttona,response_keyboard,583.1000000005588,,,yellow,1,1,0,0,,,,,,Practice Trials,YELLOWyellow.jpg,yellow,1,1
29,1708943671887,26/02/2024 10:34:31,1708943673928,1,26/02/2024 11:34:33,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,1,Screen 1,fixation,fixation,499.90000000000146,,,,,0,1,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
30,1708943672465,26/02/2024 10:34:32,1708943674507,1,26/02/2024 11:34:34,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,15,14,2,Screen 2,buttona,response_keyboard,559.5999999996275,,,red,1,1,0,0,,,,,,Practice Trials,REDgreen.jpg,red,0,1
31,1708943673254,26/02/2024 10:34:33,1708943675294,1,26/02/2024 11:34:35,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,1,Screen 1,fixation,fixation,499.79999999999563,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
32,1708943674020,26/02/2024 10:34:34,1708943675929,1,26/02/2024 11:34:35,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,16,15,2,Screen 2,buttonb,response_keyboard,616.2000000001863,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
33,1708943681271,26/02/2024 10:34:41,1708943683312,1,26/02/2024 11:34:43,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,17,1,1,Screen 1,button,continue_button,7082.4000000003725,,,,,0,1,0,,,,,,Score,,,,
34,1708943712231,26/02/2024 10:35:12,1708943713668,1,26/02/2024 11:35:13,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,18,1,1,Screen 1,advancementZone,continue_button,30327,,,,,0,1,0,,,,,,Ready.0,,,,
35,1708943712426,26/02/2024 10:35:12,1708943714151,1,26/02/2024 11:35:14,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,71,1,1,Screen 1,fixation,fixation,500.1999999999971,,,,,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
36,1708943713169,26/02/2024 10:35:13,1708943715203,1,26/02/2024 11:35:15,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,71,1,2,Screen 2,buttonb,response_keyboard,1041.7000000001863,,,blue,1,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
37,1708943713666,26/02/2024 10:35:13,1708943715700,1,26/02/2024 11:35:15,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,61,2,1,Screen 1,fixation,fixation,499.6999999999971,,,,,0,1,0,,,,,1,Trials,REDred.jpg,red,1,0
38,1708943715069,26/02/2024 10:35:15,1708943717114,1,26/02/2024 11:35:17,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,61,2,2,Screen 2,buttona,response_keyboard,1399.7000000001863,,,red,1,1,0,0,,,,,1,Trials,REDred.jpg,red,1,0
39,1708943715578,26/02/2024 10:35:15,1708943717600,1,26/02/2024 11:35:17,143587,31,task-cjtc,,35499988,pson3,9856427,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x738,,,,Stroop Task,5,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,89,3,1,Screen 1,fixation,fixation,499.8000000000029,,,,,0,1,0,,,,,1,Trials,GREENred.jpg,green,0,0
